Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer,FullCharacteristicName,Acute,Chronic
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07119700,"ARKANSAS RIVER AT CATLIN DAM, NEAR FOWLER, CO.",Stream,,Colorado,United States of America,Otero County,US,CO,,11020005.0,110200050701.0,,,38.12583934021,-103.911900595139,NAD83,38.12583934021,-103.911900595139,NAD83,,7e789eaa-4505-4f67-b566-ee26e0d0a4ce,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2010-08-30,09:00:00,MDT,,,,,,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,97244dcd-057b-4852-a341-acda75fbe9f0,334.0,ft3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,61.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07108900,"ST. CHARLES RIVER AT VINELAND, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200021201.0,,,38.245558348539,-104.486359722503,NAD83,38.245558348539,-104.486359722503,NAD83,,416b44db-f6fd-43fc-9796-91ec64b591ac,,"Sample - Routine, unspecified",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1996-07-16,11:15:00,MDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,14f78b13-6ce4-462e-93b4-470198750624,0.57,m3/sec,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,30209.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07119500,"APISHAPA RIVER NEAR FOWLER, CO",Stream,,Colorado,United States of America,Otero County,US,CO,,11020007.0,110200070406.0,,,38.1085,-103.967611111111,NAD83,38.1085,-103.967611111111,NAD83,,466a950a-1d76-4c38-9134-8fa357eba4e7,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1999-07-14,11:05:00,MDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,e72adac4-5e37-46bd-a71e-76365d3f7e79,0.44,m3/sec,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,30209.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07099971,"ARKANSAS RIVER BELOW MOFFAT STREET AT PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020905.0,,,38.253275,-104.60287777777778,NAD83,38.253275,-104.60287777777778,NAD83,,3066b006-f1e7-4bb0-9eab-6c9829019023,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2008-11-17,10:52:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,689bd6c0-b484-4443-b583-cb6176e0a2a8,2.9,m3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,30209.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS"",""000034100""]",,,,,,USGS-07116500,"HUERFANO RIVER NEAR BOONE, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020006.0,110200060907.0,,,38.2250024114561,-104.260799583907,NAD83,38.2250024114561,-104.260799583907,NAD83,,3e39904d-cd8b-4aa6-8c0c-ab8e3272bcf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2014-09-03,11:45:00,MDT,,,,,,,,,,,,40.0,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,Open-mouth bottle,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,06704138-ea9a-4345-93a2-eaf9a989317e,0.01,m3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,30209.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07133000,"ARKANSAS RIVER AT LAMAR, CO",Stream,,Colorado,United States of America,Prowers County,US,CO,,11020009.0,110200091406.0,,,38.1057916666667,-102.618205555556,NAD83,38.1057916666667,-102.618205555556,NAD83,,f84da8b6-2d45-4349-8c21-87192b6476a9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2009-02-10,14:15:00,MST,,,,,,,,,,,,40.0,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,Open-mouth bottle,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,14f7a325-c82f-4f57-a8bd-2a51deca5e7d,8.2,ft3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-22,61.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07109500,"ARKANSAS RIVER NEAR AVONDALE, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200021204.0,,,38.2480579948478,-104.399135623992,NAD83,38.2480579948478,-104.399135623992,NAD83,,34708443-a90b-4963-9605-da6687118a3f,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2009-02-23,10:00:00,MST,,,,,,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,98d86a95-bceb-4e85-9047-445c21c7f2b6,7.9,m3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,30209.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07134180,"ARKANSAS RIVER NEAR GRANADA, CO.",Stream,,Colorado,United States of America,Prowers County,US,CO,,11020009.0,110200091505.0,,,38.0955649247054,-102.310745257598,NAD83,38.0955649247054,-102.310745257598,NAD83,,4e8316df-ed53-4933-8d4a-45f69d7f06b3,,"Sample - Routine, unspecified",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1996-10-09,15:00:00,MDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,358d1297-e512-410c-b66f-9ce6b068dbd5,3.3,m3/sec,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,30209.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS"",""85820034A""]",,,,,,USGS-07099200,"ARKANSAS RIVER NEAR PORTLAND, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020603.0,,,38.33722178342077,-104.93889055039602,NAD83,38.33722178342077,-104.93889055039602,NAD83,,3956586f-fdb2-4d58-994b-943f35e4c7f8,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,"L-1190090 Received April 26, 2008 User Code and District Contact Email are bo",,,,,,,,,,,,2008-04-24,13:15:00,MDT,,,,,,,,,,,,40.0,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,"US DH-81, Teflon cap and nozzle",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,6045cc4d-2ad1-4324-8b73-c15877acafb5,716.0,ft3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-09-16,61.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07099971,"ARKANSAS RIVER BELOW MOFFAT STREET AT PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020905.0,,,38.253275,-104.60287777777778,NAD83,38.253275,-104.60287777777778,NAD83,,4d03a6f0-e796-4874-8a99-0d03284c35ee,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1990-11-20,14:40:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,7f27d545-9101-41f4-8d8b-3e3b5bac2a04,36.0,ft3/sec,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,61.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07099971,"ARKANSAS RIVER BELOW MOFFAT STREET AT PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020905.0,,,38.253275,-104.60287777777778,NAD83,38.253275,-104.60287777777778,NAD83,,b8675e4e-1c05-4f4a-b624-94f6f9bd2008,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2007-02-22,14:45:00,MST,,,,,,,,,,,,40.0,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,eedb3523-326f-4131-b5b8-54752be2f738,0.71,m3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,30209.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07130500,"ARKANSAS RIVER BELOW JOHN MARTIN RESERVOIR, CO.",Stream,,Colorado,United States of America,Bent County,US,CO,,11020009.0,110200091001.0,,,38.0663963468565,-102.932422826941,NAD83,38.0663963468565,-102.932422826941,NAD83,,d8a93422-c1b3-417d-8a64-7511a384522a,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2008-08-12,10:15:00,MDT,,,,,,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Regulated flow,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,8ca2e2ab-512e-48a7-8d54-dfbc358dd00e,381.0,ft3/sec,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,61.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS"",""460800341""]",,,,,,USGS-07116500,"HUERFANO RIVER NEAR BOONE, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020006.0,110200060907.0,,,38.2250024114561,-104.260799583907,NAD83,38.2250024114561,-104.260799583907,NAD83,,776e4dbb-ec96-448a-8b36-d99f22b818fc,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2000-10-30,15:15:00,MST,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,490f5abc-9228-45ba-aabf-c65de4b80a23,4.7,ft3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,61.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07123000,"ARKANSAS RIVER AT LA JUNTA, CO",Stream,,Colorado,United States of America,Otero County,US,CO,,11020005.0,110200050904.0,,,37.9905555555556,-103.531944444444,NAD83,37.9905555555556,-103.531944444444,NAD83,,e57021fc-28c9-4aef-bed8-f3256b7f35db,,"Sample - Routine, unspecified",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1994-07-26,14:15:00,MDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,443fb2ac-68de-4745-acd0-5ba08ed053ce,345.0,ft3/sec,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,61.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07133000,"ARKANSAS RIVER AT LAMAR, CO",Stream,,Colorado,United States of America,Prowers County,US,CO,,11020009.0,110200091406.0,,,38.1057916666667,-102.618205555556,NAD83,38.1057916666667,-102.618205555556,NAD83,,6708eee5-00b0-4ca7-b994-3a42809555c9,,"Sample - Routine, unspecified",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1998-06-30,11:20:00,MDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,d97141d5-7404-409f-852d-c5213bc2fef9,789.0,ft3/sec,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,61.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07128500,"PURGATOIRE RIVER NEAR LAS ANIMAS, CO",Stream,,Colorado,United States of America,Bent County,US,CO,,11020010.0,110200101904.0,,,38.0342222222222,-103.201416666667,NAD83,38.0342222222222,-103.201416666667,NAD83,,020163b7-e5a8-4c6f-b486-229c5291f272,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2009-08-04,11:15:00,MDT,,,,,,,,,,,,40.0,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,Open-mouth bottle,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,a302edf8-e2c5-40fe-824e-0504db25a3ff,1.6,m3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,30209.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07099400,"ARKANSAS RIVER ABOVE PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020905.0,,,38.2716694112811,-104.71803303303,NAD83,38.2716694112811,-104.71803303303,NAD83,,8d9b40e7-bac1-4823-887a-94ed1f49b308,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2007-09-17,12:00:00,MDT,,,,,,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,2a0a97ae-41dd-470c-a2a7-292735a8f56f,14.0,m3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,30209.0,,"Stream flow, instantaneous",,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-07099400,"ARKANSAS RIVER ABOVE PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020905.0,,,38.2716694112811,-104.71803303303,NAD83,38.2716694112811,-104.71803303303,NAD83,,1b747750-761d-4a71-baa7-ce24eb6018ac,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,"L-1720055 Received June 20, 2013",,,,,,,,,,,,2013-06-18,12:15:00,MDT,,,,,,,,,,,,40.0,USDOI/USGS,Multiple verticals,,Depth-integrated: Multiple verticals,"US DH-81, Teflon cap and nozzle",,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,,Flow,"Discharge, instantaneous",,,,,,,,,,,,,,,,,,,,,,7eb163b6-a5fa-44e5-9445-20f9a55eb907,870.0,ft3/sec,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,61.0,,"Stream flow, instantaneous",,
